    0.000000    -1.972100
    0.005243    -2.093100
    0.010486    -2.223200
    0.015728    -2.361600
    0.020971    -2.507600
    0.026214    -2.659400
    0.031457    -2.816100
    0.036699    -2.976400
    0.041942    -3.139000
    0.047185    -3.302800
    0.052428    -3.466700
    0.057671    -3.629900
    0.062913    -3.791500
    0.068156    -3.950700
    0.073399    -4.106900
    0.078642    -4.259600
    0.083885    -4.408500
    0.089127    -4.552900
    0.094370    -4.692400
    0.099613    -4.826900
    0.104856    -4.956100
    0.110098    -5.079600
    0.115341    -5.197300
    0.120584    -5.309100
    0.125827    -5.414800
    0.131070    -5.514100
    0.136312    -5.607100
    0.141555    -5.693500
    0.146798    -5.773300
    0.152041    -5.846400
    0.157283    -5.912700
    0.162526    -5.972200
    0.167769    -6.024800
    0.173012    -6.070500
    0.178255    -6.109300
    0.183497    -6.141000
    0.188740    -6.165800
    0.193983    -6.183400
    0.199226    -6.194000
    0.204469    -6.197500
    0.204469    -6.197500
    0.209158    -6.194600
    0.213847    -6.186200
    0.218536    -6.172100
    0.223226    -6.152300
    0.227915    -6.126900
    0.232604    -6.095800
    0.237294    -6.059100
    0.241983    -6.016900
    0.246672    -5.969000
    0.251361    -5.915500
    0.256051    -5.856500
    0.260740    -5.792000
    0.265429    -5.721900
    0.270119    -5.646500
    0.274808    -5.565500
    0.279497    -5.479200
    0.284186    -5.387400
    0.288876    -5.290200
    0.293565    -5.187800
    0.298254    -5.080200
    0.302944    -4.967300
    0.307633    -4.849300
    0.312322    -4.726200
    0.317011    -4.597800
    0.321701    -4.464700
    0.326390    -4.326700
    0.331079    -4.183800
    0.335769    -4.036200
    0.340458    -3.884000
    0.345147    -3.727100
    0.349836    -3.565800
    0.354526    -3.400100
    0.359215    -3.230100
    0.363904    -3.055900
    0.368594    -2.877700
    0.373283    -2.695600
    0.377972    -2.509600
    0.382661    -2.320000
    0.387351    -2.126800
    0.387351    -2.126800
    0.389695    -2.126600
    0.392040    -2.125900
    0.394385    -2.124700
    0.396729    -2.123100
    0.399074    -2.121100
    0.401419    -2.118600
    0.403763    -2.115800
    0.406108    -2.112500
    0.408453    -2.108800
    0.410797    -2.104800
    0.413142    -2.100400
    0.415486    -2.095700
    0.417831    -2.090700
    0.420176    -2.085400
    0.422520    -2.079900
    0.424865    -2.074100
    0.427210    -2.068200
    0.429554    -2.062100
    0.431899    -2.056100
    0.434244    -2.049900
    0.436588    -2.043700
    0.438933    -2.037200
    0.441278    -2.031000
    0.443622    -2.025000
    0.445967    -2.019000
    0.448311    -2.013300
    0.450656    -2.007700
    0.453001    -2.002600
    0.455345    -1.997600
    0.457690    -1.993000
    0.460035    -1.988800
    0.462379    -1.984900
    0.464724    -1.981600
    0.467069    -1.978700
    0.469413    -1.976200
    0.471758    -1.974500
    0.474103    -1.973200
    0.476447    -1.972400
    0.478792    -1.972100
    0.478792    -1.972100
    0.482108    -2.054600
    0.485424    -2.137400
    0.488739    -2.220100
    0.492055    -2.302500
    0.495371    -2.384200
    0.498687    -2.465000
    0.502003    -2.544700
    0.505318    -2.623100
    0.508634    -2.700100
    0.511950    -2.775400
    0.515266    -2.848800
    0.518582    -2.920400
    0.521898    -2.990100
    0.525213    -3.057500
    0.528529    -3.122700
    0.531845    -3.185700
    0.535161    -3.246400
    0.538477    -3.304700
    0.541793    -3.360500
    0.545108    -3.413900
    0.548424    -3.464700
    0.551740    -3.513000
    0.555056    -3.558700
    0.558372    -3.601700
    0.561688    -3.642100
    0.565003    -3.679800
    0.568319    -3.714800
    0.571635    -3.747000
    0.574951    -3.776400
    0.578267    -3.803100
    0.581583    -3.827100
    0.584898    -3.848200
    0.588214    -3.866400
    0.591530    -3.881900
    0.594846    -3.894700
    0.598162    -3.904600
    0.601477    -3.911700
    0.604793    -3.915900
    0.608109    -3.917300
    0.608109    -3.917300
    0.612170    -3.926500
    0.616231    -3.953300
    0.620292    -3.996300
    0.624353    -4.053300
    0.628414    -4.122300
    0.632475    -4.200000
    0.636536    -4.284600
    0.640597    -4.374100
    0.644659    -4.466800
    0.648720    -4.561500
    0.652781    -4.656800
    0.656842    -4.752300
    0.660903    -4.847000
    0.664964    -4.940400
    0.669025    -5.031900
    0.673086    -5.121300
    0.677147    -5.208100
    0.681208    -5.292100
    0.685269    -5.373100
    0.689330    -5.450900
    0.693391    -5.525300
    0.697452    -5.596200
    0.701513    -5.663600
    0.705574    -5.727200
    0.709635    -5.786900
    0.713696    -5.842800
    0.717757    -5.894800
    0.721818    -5.942700
    0.725879    -5.986700
    0.729940    -6.026500
    0.734001    -6.062300
    0.738062    -6.093900
    0.742124    -6.121300
    0.746185    -6.144600
    0.750246    -6.163600
    0.754307    -6.178500
    0.758368    -6.189000
    0.762429    -6.195400
    0.766490    -6.197500

    0.000000    -1.972100
    0.005243    -1.853000
    0.010486    -1.728200
    0.015728    -1.597700
    0.020971    -1.461700
    0.026214    -1.320100
    0.031457    -1.172900
    0.036699    -1.019900
    0.041942    -0.861400
    0.047185    -0.697400
    0.052428    -0.527900
    0.057671    -0.352900
    0.062913    -0.172300
    0.068156     0.013800
    0.073399     0.205400
    0.078642     0.402600
    0.083885     0.605100
    0.089127     0.812800
    0.094370     1.025900
    0.099613     1.244600
    0.104856     1.467700
    0.110098     1.696000
    0.115341     1.929000
    0.120584     2.166700
    0.125827     2.408600
    0.131070     2.654900
    0.136312     2.904500
    0.141555     3.158100
    0.146798     3.413700
    0.152041     3.671300
    0.157283     3.929200
    0.162526     4.186500
    0.167769     4.440200
    0.173012     4.687800
    0.178255     4.924800
    0.183497     5.144900
    0.188740     5.338800
    0.193983     5.494400
    0.199226     5.596700
    0.204469     5.633900
    0.204469     5.633900
    0.209158     5.613200
    0.213847     5.551300
    0.218536     5.455100
    0.223226     5.329200
    0.227915     5.179500
    0.232604     5.011100
    0.237294     4.828400
    0.241983     4.634800
    0.246672     4.432800
    0.251361     4.223800
    0.256051     4.010500
    0.260740     3.793400
    0.265429     3.573300
    0.270119     3.350400
    0.274808     3.125800
    0.279497     2.900400
    0.284186     2.674100
    0.288876     2.447200
    0.293565     2.219700
    0.298254     1.992000
    0.302944     1.764400
    0.307633     1.536900
    0.312322     1.309600
    0.317011     1.083100
    0.321701     0.857200
    0.326390     0.632200
    0.331079     0.408400
    0.335769     0.185900
    0.340458    -0.035300
    0.345147    -0.254800
    0.349836    -0.472400
    0.354526    -0.688100
    0.359215    -0.901500
    0.363904    -1.113400
    0.368594    -1.321900
    0.373283    -1.527600
    0.377972    -1.730500
    0.382661    -1.930200
    0.387351    -2.126800
    0.387351    -2.126800
    0.389695    -2.126600
    0.392040    -2.125900
    0.394385    -2.124700
    0.396729    -2.123100
    0.399074    -2.121100
    0.401419    -2.118600
    0.403763    -2.115800
    0.406108    -2.112500
    0.408453    -2.108800
    0.410797    -2.104800
    0.413142    -2.100400
    0.415486    -2.095700
    0.417831    -2.090700
    0.420176    -2.085400
    0.422520    -2.079900
    0.424865    -2.074100
    0.427210    -2.068200
    0.429554    -2.062100
    0.431899    -2.056100
    0.434244    -2.049900
    0.436588    -2.043700
    0.438933    -2.037200
    0.441278    -2.031000
    0.443622    -2.025000
    0.445967    -2.019000
    0.448311    -2.013300
    0.450656    -2.007700
    0.453001    -2.002600
    0.455345    -1.997600
    0.457690    -1.993000
    0.460035    -1.988800
    0.462379    -1.984900
    0.464724    -1.981600
    0.467069    -1.978700
    0.469413    -1.976200
    0.471758    -1.974500
    0.474103    -1.973200
    0.476447    -1.972400
    0.478792    -1.972100
    0.478792    -1.972100
    0.482108    -1.890300
    0.485424    -1.809700
    0.488739    -1.730800
    0.492055    -1.654000
    0.495371    -1.580100
    0.498687    -1.509600
    0.502003    -1.443200
    0.505318    -1.381600
    0.508634    -1.325200
    0.511950    -1.274500
    0.515266    -1.229800
    0.518582    -1.191500
    0.521898    -1.159800
